,54.37,54.37.XL,SM.54.26,SM.54.28,SM.54.45,SM.54.45.XL,52.42,52.42.XL,52.81,52.97,LP.22.20,LP.22.48,LP.22.48.XL,LP.22.50,LP.22.54,LP.22.54.XL,SM.52.91,NL.2,NL.2.XL,total_count
ID=maker-748_pilon-augustus-gene-5.60;Name=maker-748_pilon-augustus-gene-5.60,,,,,,,,,,,,,1,,,,,,,1
ID=evm-710_pilon-processed-gene-1.0;Name=evm-710_pilon-processed-gene-1.0,,,,,,,,,,,,,1,,,,,,,1
ID=maker-518_pilon-exonerate_protein2genome-gene-6.24;Name=maker-518_pilon-exonerate_protein2genome-gene-6.24,,,,,,,,,,,,,1,1,,,1,,,3
ID=snap_masked-351_pilon-processed-gene-36.27;Name=snap_masked-351_pilon-processed-gene-36.27,,,,,,,,,,,,,1,,,,,,,1
ID=augustus-375_pilon-processed-gene-24.66;Name=augustus-375_pilon-processed-gene-24.66,,,,,,,,,,,,,1,,,,,,,1
ID=maker-375_pilon-augustus-gene-24.82;Name=maker-375_pilon-augustus-gene-24.82,,,,,,,,,,,,,1,,,,,,,1
ID=maker-451_pilon-augustus-gene-30.0;Name=maker-451_pilon-augustus-gene-30.0,,,,,,,,,,,,,1,,,,,,,1
ID=snap-779_pilon-processed-gene-2.85;Name=snap-779_pilon-processed-gene-2.85,,,,,,,,,,,,,1,,,,,,,1
ID=maker-431_pilon-exonerate_est2genome-gene-7.35;Name=maker-431_pilon-exonerate_est2genome-gene-7.35,,,,,,,,,,,,,1,,,,,,,1
ID=maker-431_pilon-augustus-gene-8.101;Name=maker-431_pilon-augustus-gene-8.101,,,,,,,,,,,,,1,,,,,,,1
ID=maker-431_pilon-augustus-gene-16.2;Name=maker-431_pilon-augustus-gene-16.2,,,,,,,,,,,,,1,,,,1,1,1,4
ID=augustus_masked-216_pilon-processed-gene-32.76;Name=augustus_masked-216_pilon-processed-gene-32.76,,,,,,,,,,,,,1,,,,,,,1
ID=snap_masked-216_pilon-processed-gene-32.34;Name=snap_masked-216_pilon-processed-gene-32.34,,,,,,,,,,,,,1,,,,,,,1
ID=maker-379_pilon-augustus-gene-22.7;Name=maker-379_pilon-augustus-gene-22.7,,,,,,,,,,,,,1,,,,,,,1
ID=maker-870_pilon-augustus-gene-4.86;Name=maker-870_pilon-augustus-gene-4.86,,,,,,,,,,,,,1,,,,1,,,2
ID=evm-450_pilon-processed-gene-14.37;Name=evm-450_pilon-processed-gene-14.37,,,,,,,,,,,,,1,,,,,,,1
ID=maker-571_pilon-snap-gene-17.27;Name=maker-571_pilon-snap-gene-17.27,,,,,,,,,,,,,1,,,,,,,1
ID=maker-459_pilon-exonerate_est2genome-gene-13.2;Name=maker-459_pilon-exonerate_est2genome-gene-13.2,,,,,,,,,,,,,1,,,,,,,1
ID=augustus-345_pilon-processed-gene-68.51;Name=augustus-345_pilon-processed-gene-68.51,,,,,,,,,,,,,1,1,,,,,,2
ID=augustus-631_pilon-processed-gene-0.154;Name=augustus-631_pilon-processed-gene-0.154,,,,,,,,,,,,,1,,,,,,,1
ID=augustus_masked-457_pilon-processed-gene-12.0;Name=augustus_masked-457_pilon-processed-gene-12.0,,,,,,,,,,,,,1,,,,,,1,2
ID=maker-266_pilon-augustus-gene-45.14;Name=maker-266_pilon-augustus-gene-45.14,,,,,,,,,,,,,1,1,,,,,,2
ID=augustus-266_pilon-processed-gene-48.3;Name=augustus-266_pilon-processed-gene-48.3,,,,,,,,,,,,,1,,,,,1,1,3
ID=augustus_masked-266_pilon-processed-gene-117.158;Name=augustus_masked-266_pilon-processed-gene-117.158,,,,,,,,,,,,,1,,,,,,,1
ID=maker-1012_pilon-snap-gene-0.103;Name=maker-1012_pilon-snap-gene-0.103,,,,,,,,,,,,,1,,,,,,,1
ID=snap-72598_pilon-processed-gene-2.13;Name=snap-72598_pilon-processed-gene-2.13,,,,,,,,,,,,,1,,,,,1,1,3
ID=augustus-437_pilon-processed-gene-17.52;Name=augustus-437_pilon-processed-gene-17.52,,,,,,,,,,,,,1,,,,,1,,2
ID=maker-499_pilon-snap-gene-12.79;Name=maker-499_pilon-snap-gene-12.79,,,,,,,,,,,,,1,,,,,,,1
ID=augustus_masked-357_pilon-processed-gene-16.8;Name=augustus_masked-357_pilon-processed-gene-16.8,,,,,,,,,,,,,1,,,1,,,,2
ID=maker-352_pilon-exonerate_est2genome-gene-15.13;Name=maker-352_pilon-exonerate_est2genome-gene-15.13,,,,,,,,,,,,,1,,,,,,,1
ID=snap_masked-606_pilon-processed-gene-25.51;Name=snap_masked-606_pilon-processed-gene-25.51,,,,,,,,,,,,,1,,,,,,,1
ID=snap-338_pilon-processed-gene-11.24;Name=snap-338_pilon-processed-gene-11.24,,,,,,,,,,,,,1,1,,,,,,2
ID=maker-264_pilon-snap-gene-120.58;Name=maker-264_pilon-snap-gene-120.58,,,,,,,,,,,,,1,1,,,,,,2
ID=maker-976_pilon-exonerate_protein2genome-gene-2.20;Name=maker-976_pilon-exonerate_protein2genome-gene-2.20,,,,,,,,,,,,,1,,,,,,,1
ID=maker-745_pilon-exonerate_protein2genome-gene-3.54;Name=maker-745_pilon-exonerate_protein2genome-gene-3.54,,,,,,,,,,,,,1,,,,,,,1
ID=snap_masked-975_pilon-processed-gene-19.42;Name=snap_masked-975_pilon-processed-gene-19.42,,,,,,,,,,,,,1,1,,,,,,2
ID=snap-819_pilon-processed-gene-1.22;Name=snap-819_pilon-processed-gene-1.22,,,,,,,,,,,,,1,,,,,,,1
ID=snap-261_pilon-processed-gene-12.27;Name=snap-261_pilon-processed-gene-12.27,,,,,,,,,,,,,1,,,,,,,1
ID=maker-358_pilon-augustus-gene-25.84;Name=maker-358_pilon-augustus-gene-25.84,,,,,,,,,,,,,1,,,,,,,1
ID=maker-418_pilon-snap-gene-4.81;Name=maker-418_pilon-snap-gene-4.81,,,,,,,,,,,,,1,,,,,,,1
ID=snap-522_pilon-processed-gene-4.43;Name=snap-522_pilon-processed-gene-4.43,,,,,,,,,,,,,1,1,,,,,,2
ID=augustus_masked-262_pilon-processed-gene-51.83;Name=augustus_masked-262_pilon-processed-gene-51.83,,,,,,,,,,,,,1,1,,1,,,,3
ID=maker-421_pilon-exonerate_est2genome-gene-3.58;Name=maker-421_pilon-exonerate_est2genome-gene-3.58,,,,,,,,,,,,,1,,,,,,,1
ID=snap-353_pilon-processed-gene-101.11;Name=snap-353_pilon-processed-gene-101.11,,,,,,,,,,,,,1,,,,,,,1
ID=evm-417_pilon-processed-gene-2.118;Name=evm-417_pilon-processed-gene-2.118,,,,,,,,,,,,,1,1,,,,,,2
ID=maker-72298_pilon-snap-gene-1.60;Name=maker-72298_pilon-snap-gene-1.60,,,,,,,,,,,,,,1,,,,,,1
ID=maker-461_pilon-augustus-gene-1.95;Name=maker-461_pilon-augustus-gene-1.95,,,,,,,,,,,,,,1,,,,,,1
ID=maker-547_pilon-exonerate_est2genome-gene-10.0;Name=maker-547_pilon-exonerate_est2genome-gene-10.0,,,,,,,,,,,,,,1,,,,,,1
ID=augustus_masked-380_pilon-processed-gene-12.3;Name=augustus_masked-380_pilon-processed-gene-12.3,,,,,,,,,,,,,,1,,,,,,1
ID=snap-923_pilon-processed-gene-14.141;Name=snap-923_pilon-processed-gene-14.141,,,,,,,,,,,,,,1,,,,,,1
ID=maker-443_pilon-exonerate_est2genome-gene-2.67;Name=maker-443_pilon-exonerate_est2genome-gene-2.67,,,,,,,,,,,,,,1,,,,,,1
ID=snap-928_pilon-processed-gene-2.147;Name=snap-928_pilon-processed-gene-2.147,,,,,,,,,,,,,,1,,,,,,1
ID=snap_masked-428_pilon-processed-gene-4.39;Name=snap_masked-428_pilon-processed-gene-4.39,,,,,,,,,,,,,,1,,,,,,1
ID=augustus-573_pilon-processed-gene-2.173;Name=augustus-573_pilon-processed-gene-2.173,,,,,,,,,,,,,,1,,,,,,1
ID=augustus-268_pilon-processed-gene-51.12;Name=augustus-268_pilon-processed-gene-51.12,,,,,,,,,,,,,,1,,,1,,,2
ID=evm-268_pilon-processed-gene-108.94;Name=evm-268_pilon-processed-gene-108.94,,,,,,,,,,,,,,1,,,,,,1
ID=snap_masked-920_pilon-processed-gene-33.31;Name=snap_masked-920_pilon-processed-gene-33.31,,,,,,,,,,,,,,1,,,,,,1
ID=maker-920_pilon-exonerate_est2genome-gene-35.0;Name=maker-920_pilon-exonerate_est2genome-gene-35.0,,,,,,,,,,,,,,1,,,,,,1
ID=maker-382_pilon-augustus-gene-11.156;Name=maker-382_pilon-augustus-gene-11.156,,,,,,,,,,,,,,1,,,,1,,2
ID=maker-432_pilon-exonerate_protein2genome-gene-1.6;Name=maker-432_pilon-exonerate_protein2genome-gene-1.6,,,,,,,,,,,,,,1,,,,,,1
ID=snap-518_pilon-processed-gene-16.7;Name=snap-518_pilon-processed-gene-16.7,,,,,,,,,,,,,,1,,,,,,1
ID=snap_masked-1036_pilon-processed-gene-3.58;Name=snap_masked-1036_pilon-processed-gene-3.58,,,,,,,,,,,,,,1,,,,,,1
ID=snap-72579_pilon-processed-gene-0.107;Name=snap-72579_pilon-processed-gene-0.107,,,,,,,,,,,,,,1,,,,,,1
ID=maker-446_pilon-augustus-gene-4.45;Name=maker-446_pilon-augustus-gene-4.45,,,,,,,,,,,,,,1,,,,1,1,3
ID=snap_masked-446_pilon-processed-gene-7.2;Name=snap_masked-446_pilon-processed-gene-7.2,,,,,,,,,,,,,,1,,,,,,1
ID=augustus_masked-351_pilon-processed-gene-39.1;Name=augustus_masked-351_pilon-processed-gene-39.1,,,,,,,,,,,,,,1,,,,,,1
ID=snap_masked-351_pilon-processed-gene-39.115;Name=snap_masked-351_pilon-processed-gene-39.115,,,,,,,,,,,,,,1,,,1,1,,3
ID=augustus-351_pilon-processed-gene-41.89;Name=augustus-351_pilon-processed-gene-41.89,,,,,,,,,,,,,,1,,,,1,,2
ID=maker-643_pilon-exonerate_protein2genome-gene-7.5;Name=maker-643_pilon-exonerate_protein2genome-gene-7.5,,,,,,,,,,,,,,1,,,,,,1
ID=maker-883_pilon-exonerate_protein2genome-gene-4.0;Name=maker-883_pilon-exonerate_protein2genome-gene-4.0,,,,,,,,,,,,,,1,,,,,,1
ID=snap-451_pilon-processed-gene-5.38;Name=snap-451_pilon-processed-gene-5.38,,,,,,,,,,,,,,1,,,,,,1
ID=maker-438_pilon-snap-gene-40.63;Name=maker-438_pilon-snap-gene-40.63,,,,,,,,,,,,,,1,,,,,,1
ID=augustus-368_pilon-processed-gene-10.70;Name=augustus-368_pilon-processed-gene-10.70,,,,,,,,,,,,,,1,,,,,,1
ID=augustus-372_pilon-processed-gene-4.17;Name=augustus-372_pilon-processed-gene-4.17,,,,,,,,,,,,,,1,,,,,,1
ID=maker-455_pilon-augustus-gene-14.2;Name=maker-455_pilon-augustus-gene-14.2,,,,,,,,,,,,,,1,,,,,,1
ID=snap_masked-791_pilon-processed-gene-7.31;Name=snap_masked-791_pilon-processed-gene-7.31,,,,,,,,,,,,,,1,,,,,,1
ID=snap-832_pilon-processed-gene-3.47;Name=snap-832_pilon-processed-gene-3.47,,,,,,,,,,,,,,1,,,,,,1
ID=snap_masked-832_pilon-processed-gene-8.66;Name=snap_masked-832_pilon-processed-gene-8.66,,,,,,,,,,,,,,1,,,,,,1
ID=snap_masked-216_pilon-processed-gene-15.101;Name=snap_masked-216_pilon-processed-gene-15.101,,,,,,,,,,,,,,1,,,,,,1
ID=augustus-216_pilon-processed-gene-34.70;Name=augustus-216_pilon-processed-gene-34.70,,,,,,,,,,,,,,1,,,,,,1
ID=snap-74797_pilon-processed-gene-0.34;Name=snap-74797_pilon-processed-gene-0.34,,,,,,,,,,,,,,1,,,,,,1
ID=maker-715_pilon-exonerate_est2genome-gene-4.57;Name=maker-715_pilon-exonerate_est2genome-gene-4.57,,,,,,,,,,,,,,1,,,,,,1
ID=augustus_masked-73706_pilon-processed-gene-0.0;Name=augustus_masked-73706_pilon-processed-gene-0.0,,,,,,,,,,,,,,1,,,1,,,2
ID=maker-798_pilon-snap-gene-1.55;Name=maker-798_pilon-snap-gene-1.55,,,,,,,,,,,,,,1,,,,,,1
ID=maker-433_pilon-snap-gene-24.4;Name=maker-433_pilon-snap-gene-24.4,,,,,,,,,,,,,,1,,,,,,1
ID=snap-299_pilon-processed-gene-23.20;Name=snap-299_pilon-processed-gene-23.20,,,,,,,,,,,,,,1,,,,,,1
ID=snap_masked-459_pilon-processed-gene-15.131;Name=snap_masked-459_pilon-processed-gene-15.131,,,,,,,,,,,,,,1,,,,,,1
ID=maker-345_pilon-snap-gene-92.7;Name=maker-345_pilon-snap-gene-92.7,,,,,,,,,,,,,,1,,,,,,1
ID=snap-371_pilon-processed-gene-45.61;Name=snap-371_pilon-processed-gene-45.61,,,,,,,,,,,,,,1,1,1,,,,3
ID=augustus-316_pilon-processed-gene-39.4;Name=augustus-316_pilon-processed-gene-39.4,,,,,,,,,,,,,,1,,,,1,,2
ID=maker-316_pilon-augustus-gene-66.55;Name=maker-316_pilon-augustus-gene-66.55,,,,,,,,,,,,,,1,,,,,,1
ID=maker-933_pilon-exonerate_protein2genome-gene-5.6;Name=maker-933_pilon-exonerate_protein2genome-gene-5.6,,,,,,,,,,,,,,1,,,,1,,2
ID=snap-770_pilon-processed-gene-11.43;Name=snap-770_pilon-processed-gene-11.43,,,,,,,,,,,,,,1,,,,,,1
ID=maker-348_pilon-exonerate_protein2genome-gene-3.36;Name=maker-348_pilon-exonerate_protein2genome-gene-3.36,,,,,,,,,,,,,,1,,,,,,1
ID=augustus_masked-792_pilon-processed-gene-17.80;Name=augustus_masked-792_pilon-processed-gene-17.80,,,,,,,,,,,,,,1,,,,,,1
ID=snap-300_pilon-processed-gene-5.78;Name=snap-300_pilon-processed-gene-5.78,,,,,,,,,,,,,,1,,,,,,1
ID=augustus-809_pilon-processed-gene-4.60;Name=augustus-809_pilon-processed-gene-4.60,,,,,,,,,,,,,,1,,,,1,1,3
ID=snap-266_pilon-processed-gene-39.68;Name=snap-266_pilon-processed-gene-39.68,,,,,,,,,,,,,,1,,,1,,,2
ID=maker-266_pilon-augustus-gene-60.4;Name=maker-266_pilon-augustus-gene-60.4,,,,,,,,,,,,,,1,,,,,,1
ID=maker-266_pilon-exonerate_protein2genome-gene-60.95;Name=maker-266_pilon-exonerate_protein2genome-gene-60.95,,,,,,,,,,,,,,1,,,,,,1
ID=snap-74630_pilon-processed-gene-0.27;Name=snap-74630_pilon-processed-gene-0.27,,,,,,,,,,,,,,1,,,,,1,2
ID=maker-437_pilon-augustus-gene-31.85;Name=maker-437_pilon-augustus-gene-31.85,,,,,,,,,,,,,,1,,,,,,1
ID=snap_masked-357_pilon-processed-gene-8.30;Name=snap_masked-357_pilon-processed-gene-8.30,,,,,,,,,,,,,,1,,,,1,1,3
ID=maker-504_pilon-augustus-gene-0.39;Name=maker-504_pilon-augustus-gene-0.39,,,,,,,,,,,,,,1,,,,,,1
ID=snap-361_pilon-processed-gene-35.37;Name=snap-361_pilon-processed-gene-35.37,,,,,,,,,,,,,,1,,,,,,1
ID=maker-378_pilon-snap-gene-6.57;Name=maker-378_pilon-snap-gene-6.57,,,,,,,,,,,,,,1,,,,,,1
ID=snap-378_pilon-processed-gene-6.35;Name=snap-378_pilon-processed-gene-6.35,,,,,,,,,,,,,,1,,,,,,1
ID=maker-426_pilon-snap-gene-17.34;Name=maker-426_pilon-snap-gene-17.34,,,,,,,,,,,,,,1,,,,,1,2
ID=snap-264_pilon-processed-gene-8.59;Name=snap-264_pilon-processed-gene-8.59,,,,,,,,,,,,,,1,,,,,,1
ID=snap-264_pilon-processed-gene-118.47;Name=snap-264_pilon-processed-gene-118.47,,,,,,,,,,,,,,1,,,,,,1
ID=maker-976_pilon-snap-gene-8.59;Name=maker-976_pilon-snap-gene-8.59,,,,,,,,,,,,,,1,,,,,,1
ID=maker-976_pilon-snap-gene-17.50;Name=maker-976_pilon-snap-gene-17.50,,,,,,,,,,,,,,1,,,,,,1
ID=maker-702_pilon-exonerate_est2genome-gene-1.60;Name=maker-702_pilon-exonerate_est2genome-gene-1.60,,,,,,,,,,,,,,1,,,,,,1
ID=snap-975_pilon-processed-gene-15.34;Name=snap-975_pilon-processed-gene-15.34,,,,,,,,,,,,,,1,,,,,,1
ID=snap-975_pilon-processed-gene-19.1;Name=snap-975_pilon-processed-gene-19.1,,,,,,,,,,,,,,1,1,1,,,,3
ID=maker-975_pilon-snap-gene-30.84;Name=maker-975_pilon-snap-gene-30.84,,,,,,,,,,,,,,1,,,,,,1
ID=snap-355_pilon-processed-gene-4.195;Name=snap-355_pilon-processed-gene-4.195,,,,,,,,,,,,,,1,,,,,,1
ID=maker-74980_pilon-snap-gene-1.20;Name=maker-74980_pilon-snap-gene-1.20,,,,,,,,,,,,,,1,,,,,,1
ID=maker-261_pilon-exonerate_protein2genome-gene-10.14;Name=maker-261_pilon-exonerate_protein2genome-gene-10.14,,,,,,,,,,,,,,1,,,,,,1
ID=maker-261_pilon-snap-gene-49.87;Name=maker-261_pilon-snap-gene-49.87,,,,,,,,,,,,,,1,,,,1,1,3
ID=augustus-261_pilon-processed-gene-50.45;Name=augustus-261_pilon-processed-gene-50.45,,,,,,,,,,,,,,1,,,,,,1
ID=snap-73846_pilon-processed-gene-0.54;Name=snap-73846_pilon-processed-gene-0.54,,,,,,,,,,,,,,1,,,,,,1
ID=snap-637_pilon-processed-gene-8.57;Name=snap-637_pilon-processed-gene-8.57,,,,,,,,,,,,,,1,,,,,,1
ID=augustus-370_pilon-processed-gene-4.94;Name=augustus-370_pilon-processed-gene-4.94,,,,,,,,,,,,,,1,,,,,,1
ID=maker-415_pilon-snap-gene-3.26;Name=maker-415_pilon-snap-gene-3.26,,,,,,,,,,,,,,1,,,,,,1
ID=snap-415_pilon-processed-gene-13.6;Name=snap-415_pilon-processed-gene-13.6,,,,,,,,,,,,,,1,,,,1,,2
ID=snap_masked-415_pilon-processed-gene-18.62;Name=snap_masked-415_pilon-processed-gene-18.62,,,,,,,,,,,,,,1,,,,,,1
ID=maker-415_pilon-snap-gene-26.45;Name=maker-415_pilon-snap-gene-26.45,,,,,,,,,,,,,,1,,,,,,1
ID=augustus-415_pilon-processed-gene-29.86;Name=augustus-415_pilon-processed-gene-29.86,,,,,,,,,,,,,,1,,,,,,1
ID=snap-358_pilon-processed-gene-58.192;Name=snap-358_pilon-processed-gene-58.192,,,,,,,,,,,,,,1,,,1,,,2
ID=maker-579_pilon-augustus-gene-25.49;Name=maker-579_pilon-augustus-gene-25.49,,,,,,,,,,,,,,1,,,,,,1
ID=maker-579_pilon-augustus-gene-25.66;Name=maker-579_pilon-augustus-gene-25.66,,,,,,,,,,,,,,1,,,,,,1
ID=maker-424_pilon-exonerate_est2genome-gene-4.86;Name=maker-424_pilon-exonerate_est2genome-gene-4.86,,,,,,,,,,,,,,1,,,,,,1
ID=augustus-462_pilon-processed-gene-13.75;Name=augustus-462_pilon-processed-gene-13.75,,,,,,,,,,,,,,1,,,,,,1
ID=augustus_masked-262_pilon-processed-gene-73.18;Name=augustus_masked-262_pilon-processed-gene-73.18,,,,,,,,,,,,,,1,,,,,,1
ID=augustus_masked-763_pilon-processed-gene-1.122;Name=augustus_masked-763_pilon-processed-gene-1.122,,,,,,,,,,,,,,1,,,1,,,2
ID=maker-605_pilon-snap-gene-1.118;Name=maker-605_pilon-snap-gene-1.118,,,,,,,,,,,,,,1,,,,,,1
ID=maker-353_pilon-exonerate_protein2genome-gene-85.47;Name=maker-353_pilon-exonerate_protein2genome-gene-85.47,,,,,,,,,,,,,,1,,,,,,1
ID=snap-480_pilon-processed-gene-3.20;Name=snap-480_pilon-processed-gene-3.20,,,,,,,,,,,,,,1,,,,1,1,3
ID=snap-564_pilon-processed-gene-4.163;Name=snap-564_pilon-processed-gene-4.163,,,,,,,,,,,,,,1,,,,,,1
ID=snap-564_pilon-processed-gene-4.168;Name=snap-564_pilon-processed-gene-4.168,,,,,,,,,,,,,,1,,,,,,1
ID=snap-564_pilon-processed-gene-4.169;Name=snap-564_pilon-processed-gene-4.169,,,,,,,,,,,,,,1,,,,,,1
ID=maker-564_pilon-snap-gene-4.65;Name=maker-564_pilon-snap-gene-4.65,,,,,,,,,,,,,,1,,,,,,1
ID=augustus-516_pilon-processed-gene-8.25;Name=augustus-516_pilon-processed-gene-8.25,,,,,,,,,,,,,,1,,,,1,1,3
ID=snap-516_pilon-processed-gene-8.93;Name=snap-516_pilon-processed-gene-8.93,,,,,,,,,,,,,,1,,,,,,1
ID=snap-303_pilon-processed-gene-9.14;Name=snap-303_pilon-processed-gene-9.14,,,,,,,,,,,,,,1,,,,,,1
ID=augustus-303_pilon-processed-gene-10.4;Name=augustus-303_pilon-processed-gene-10.4,,,,,,,,,,,,,,1,,,,,,1
ID=snap_masked-74004_pilon-processed-gene-2.31;Name=snap_masked-74004_pilon-processed-gene-2.31,,,,,,,,,,,,,,1,,,,,,1
ID=augustus-778_pilon-processed-gene-11.23;Name=augustus-778_pilon-processed-gene-11.23,,,,,,,,,,,,,,1,,,,,,1
ID=snap-416_pilon-processed-gene-6.16;Name=snap-416_pilon-processed-gene-6.16,,,,,,,,,,,,,,1,,,,,,1
ID=maker-71765_pilon-augustus-gene-0.192;Name=maker-71765_pilon-augustus-gene-0.192,,,,,,,,,,,,,,1,,,,,,1
ID=maker-417_pilon-augustus-gene-15.19;Name=maker-417_pilon-augustus-gene-15.19,,,,,,,,,,,,,,1,,,,1,1,3
ID=snap-452_pilon-processed-gene-32.55;Name=snap-452_pilon-processed-gene-32.55,,,,,,,,,,,,,,1,,,,,,1
ID=snap-477_pilon-processed-gene-0.43;Name=snap-477_pilon-processed-gene-0.43,,,,,,,,,,,,,,1,,1,1,,,3
ID=snap-917_pilon-processed-gene-1.52;Name=snap-917_pilon-processed-gene-1.52,,,,,,,,,,,,,,1,,,1,1,1,4
ID=maker-645_pilon-augustus-gene-7.36;Name=maker-645_pilon-augustus-gene-7.36,,,,,,,,,,,,,,,1,,,,,1
ID=maker-893_pilon-snap-gene-0.37;Name=maker-893_pilon-snap-gene-0.37,,,,,,,,,,,,,,,1,1,,,,2
ID=snap-385_pilon-processed-gene-12.29;Name=snap-385_pilon-processed-gene-12.29,,,,,,,,,,,,,,,1,1,,,,2
ID=maker-268_pilon-snap-gene-64.76;Name=maker-268_pilon-snap-gene-64.76,,,,,,,,,,,,,,,1,,,,,1
ID=maker-268_pilon-augustus-gene-79.37;Name=maker-268_pilon-augustus-gene-79.37,,,,,,,,,,,,,,,1,1,,,,2
ID=snap-991_pilon-processed-gene-7.41;Name=snap-991_pilon-processed-gene-7.41,,,,,,,,,,,,,,,1,1,1,1,,4
ID=snap-518_pilon-processed-gene-30.42;Name=snap-518_pilon-processed-gene-30.42,,,,,,,,,,,,,,,1,,,,,1
ID=maker-347_pilon-augustus-gene-9.4;Name=maker-347_pilon-augustus-gene-9.4,,,,,,,,,,,,,,,1,,,,,1
ID=snap_masked-347_pilon-processed-gene-9.104;Name=snap_masked-347_pilon-processed-gene-9.104,,,,,,,,,,,,,,,1,,,,,1
ID=augustus_masked-643_pilon-processed-gene-2.91;Name=augustus_masked-643_pilon-processed-gene-2.91,,,,,,,,,,,,,,,1,1,,,,2
ID=snap-780_pilon-processed-gene-33.192;Name=snap-780_pilon-processed-gene-33.192,,,,,,,,,,,,,,,1,,,,,1
ID=augustus_masked-372_pilon-abinit-gene-4.42;Name=augustus_masked-372_pilon-abinit-gene-4.42;score=0.49;target_length=980062,,,,,,,,,,,,,,,1,,1,,,2
ID=maker-779_pilon-snap-gene-1.1;Name=maker-779_pilon-snap-gene-1.1,,,,,,,,,,,,,,,1,,,,,1
ID=snap_masked-734_pilon-processed-gene-5.56;Name=snap_masked-734_pilon-processed-gene-5.56,,,,,,,,,,,,,,,1,,,,,1
ID=snap-459_pilon-processed-gene-11.123;Name=snap-459_pilon-processed-gene-11.123,,,,,,,,,,,,,,,1,,,,,1
ID=maker-465_pilon-exonerate_protein2genome-gene-0.0;Name=maker-465_pilon-exonerate_protein2genome-gene-0.0,,,,,,,,,,,,,,,1,,,,,1
ID=maker-465_pilon-exonerate_protein2genome-gene-6.24;Name=maker-465_pilon-exonerate_protein2genome-gene-6.24,,,,,,,,,,,,,,,1,,1,,,2
ID=maker-359_pilon-snap-gene-3.40;Name=maker-359_pilon-snap-gene-3.40,,,,,,,,,,,,,,,1,,,,,1
ID=augustus_masked-338_pilon-processed-gene-8.73;Name=augustus_masked-338_pilon-processed-gene-8.73,,,,,,,,,,,,,,,1,,,1,,2
ID=augustus-71867_pilon-processed-gene-0.36;Name=augustus-71867_pilon-processed-gene-0.36,,,,,,,,,,,,,,,1,,1,,,2
ID=maker-1046_pilon-augustus-gene-3.43;Name=maker-1046_pilon-augustus-gene-3.43,,,,,,,,,,,,,,,1,,,,,1
ID=snap-1005_pilon-processed-gene-1.53;Name=snap-1005_pilon-processed-gene-1.53,,,,,,,,,,,,,,,1,,,,,1
ID=snap-462_pilon-processed-gene-0.43;Name=snap-462_pilon-processed-gene-0.43,,,,,,,,,,,,,,,1,,,,,1
ID=snap-262_pilon-processed-gene-51.31;Name=snap-262_pilon-processed-gene-51.31,,,,,,,,,,,,,,,1,,,,,1
ID=maker-678_pilon-snap-gene-0.46;Name=maker-678_pilon-snap-gene-0.46,,,,,,,,,,,,,,,1,,,,,1
ID=augustus_masked-380_pilon-processed-gene-7.24;Name=augustus_masked-380_pilon-processed-gene-7.24,,,,,,,,,,,,,,,,1,,,,1
ID=maker-653_pilon-exonerate_est2genome-gene-1.31;Name=maker-653_pilon-exonerate_est2genome-gene-1.31,,,,,,,,,,,,,,,,1,,,,1
ID=augustus-428_pilon-processed-gene-14.65;Name=augustus-428_pilon-processed-gene-14.65,,,,,,,,,,,,,,,,1,,1,,2
ID=snap_masked-867_pilon-processed-gene-61.26;Name=snap_masked-867_pilon-processed-gene-61.26,,,,,,,,,,,,,,,,1,,,,1
ID=augustus-445_pilon-processed-gene-18.15;Name=augustus-445_pilon-processed-gene-18.15,,,,,,,,,,,,,,,,1,,,,1
ID=maker-448_pilon-augustus-gene-0.21;Name=maker-448_pilon-augustus-gene-0.21,,,,,,,,,,,,,,,,1,,1,,2
ID=snap-446_pilon-processed-gene-8.27;Name=snap-446_pilon-processed-gene-8.27,,,,,,,,,,,,,,,,1,,,1,2
ID=maker-780_pilon-snap-gene-34.46;Name=maker-780_pilon-snap-gene-34.46,,,,,,,,,,,,,,,,1,,,,1
ID=evm-780_pilon-processed-gene-34.24;Name=evm-780_pilon-processed-gene-34.24,,,,,,,,,,,,,,,,1,,1,1,3
ID=maker-515_pilon-snap-gene-2.58;Name=maker-515_pilon-snap-gene-2.58,,,,,,,,,,,,,,,,1,,,,1
ID=snap-832_pilon-processed-gene-3.38;Name=snap-832_pilon-processed-gene-3.38,,,,,,,,,,,,,,,,1,,,,1
ID=snap-832_pilon-processed-gene-3.48;Name=snap-832_pilon-processed-gene-3.48,,,,,,,,,,,,,,,,1,,,,1
ID=maker-700_pilon-snap-gene-7.3;Name=maker-700_pilon-snap-gene-7.3,,,,,,,,,,,,,,,,1,1,,,2
ID=snap_masked-352_pilon-processed-gene-40.102;Name=snap_masked-352_pilon-processed-gene-40.102,,,,,,,,,,,,,,,,1,,,,1
ID=evm-361_pilon-processed-gene-29.70;Name=evm-361_pilon-processed-gene-29.70,,,,,,,,,,,,,,,,1,,,,1
ID=snap_masked-606_pilon-processed-gene-83.57;Name=snap_masked-606_pilon-processed-gene-83.57,,,,,,,,,,,,,,,,1,,,,1
ID=augustus_masked-834_pilon-processed-gene-0.87;Name=augustus_masked-834_pilon-processed-gene-0.87,,,,,,,,,,,,,,,,1,,,,1
