all_go_terms,genes,dnds
GO:0005515,maker-434_pilon-snap-gene-7.0,0.355690053166325
GO:0006511,maker-316_pilon-snap-gene-80.0,0.35535367644366
GO:0030599,maker-532_pilon-snap-gene-0.52,0.354696007281093
GO:0042545,maker-532_pilon-snap-gene-0.52,0.354696007281093
GO:0005524,snap_masked-266_pilon-processed-gene-114.75,0.354576055581668
GO:0004672,snap_masked-266_pilon-processed-gene-114.75,0.354576055581668
GO:0006468,snap_masked-266_pilon-processed-gene-114.75,0.354576055581668
GO:0046983,snap-316_pilon-processed-gene-12.93,0.354219550543465
GO:0005515,augustus_masked-361_pilon-processed-gene-13.7,0.353741620282442
GO:0016301,augustus-423_pilon-processed-gene-5.103,0.35363634072261
GO:0009733,snap-639_pilon-processed-gene-9.14,0.353261747907687
GO:0003735,maker-490_pilon-snap-gene-2.77,0.352443316286362
GO:0005840,maker-490_pilon-snap-gene-2.77,0.352443316286362
GO:0006412,maker-490_pilon-snap-gene-2.77,0.352443316286362
GO:0046983,maker-457_pilon-snap-gene-12.49,0.352116638760491
GO:0008171,maker-457_pilon-snap-gene-12.49,0.352116638760491
GO:0005506,maker-345_pilon-snap-gene-134.72,0.351397459630073
GO:0015031,snap_masked-606_pilon-processed-gene-90.61,0.351127110580255
GO:0005515,maker-417_pilon-snap-gene-1.3,0.351013946561092
GO:0004672,maker-417_pilon-snap-gene-1.3,0.351013946561092
GO:0006468,maker-417_pilon-snap-gene-1.3,0.351013946561092
GO:0016787,snap-215_pilon-processed-gene-14.154,0.350795708897009
GO:0005524,snap-700_pilon-processed-gene-3.74,0.350727830537055
GO:0003676,snap-700_pilon-processed-gene-3.74,0.350727830537055
GO:0005515,augustus-897_pilon-processed-gene-5.91,0.350725719186839
GO:0004842,snap-267_pilon-processed-gene-23.99,0.349721114475889
GO:0005515,snap-479_pilon-processed-gene-0.19,0.34761998407844
GO:0020037,maker-316_pilon-augustus-gene-52.100,0.346691889756098
GO:0004497,maker-316_pilon-augustus-gene-52.100,0.346691889756098
GO:0005506,maker-316_pilon-augustus-gene-52.100,0.346691889756098
GO:0016705,maker-316_pilon-augustus-gene-52.100,0.346691889756098
GO:0008168,maker-316_pilon-augustus-gene-52.100,0.346691889756098
GO:0005509,snap-334_pilon-processed-gene-0.1,0.346616453086081
GO:0006508,maker-480_pilon-snap-gene-2.152,0.346408230778183
GO:0004185,maker-480_pilon-snap-gene-2.152,0.346408230778183
GO:0005975,snap-883_pilon-processed-gene-8.20,0.346183915835599
GO:0016868,snap-883_pilon-processed-gene-8.20,0.346183915835599
GO:0003700,snap-345_pilon-processed-gene-23.160,0.346121162550031
GO:0006355,snap-345_pilon-processed-gene-23.160,0.346121162550031
GO:0005515,augustus_masked-377_pilon-processed-gene-1.48,0.345673706318247
GO:0019211,snap_masked-266_pilon-processed-gene-101.2,0.345606380149127
GO:0000290,augustus-327_pilon-processed-gene-11.68,0.34479764748965003
GO:0008047,augustus-327_pilon-processed-gene-11.68,0.34479764748965003
GO:0043085,augustus-327_pilon-processed-gene-11.68,0.34479764748965003
GO:0005524,maker-316_pilon-augustus-gene-63.10,0.344174432772668
GO:0008017,maker-316_pilon-augustus-gene-63.10,0.344174432772668
GO:0003777,maker-316_pilon-augustus-gene-63.10,0.344174432772668
GO:0007018,maker-316_pilon-augustus-gene-63.10,0.344174432772668
GO:0003700,augustus-358_pilon-processed-gene-51.19,0.342902279835536
GO:0006355,augustus-358_pilon-processed-gene-51.19,0.342902279835536
GO:0016020,maker-314_pilon-augustus-gene-6.14,0.342323740865371
GO:0006486,maker-314_pilon-augustus-gene-6.14,0.342323740865371
GO:0016758,maker-314_pilon-augustus-gene-6.14,0.342323740865371
GO:0007017,maker-314_pilon-augustus-gene-6.14,0.342323740865371
GO:0030286,maker-314_pilon-augustus-gene-6.14,0.342323740865371
GO:0030246,maker-314_pilon-augustus-gene-6.14,0.342323740865371
GO:0000145,augustus-975_pilon-processed-gene-24.74,0.342176087757873
GO:0005546,augustus-975_pilon-processed-gene-24.74,0.342176087757873
GO:0006887,augustus-975_pilon-processed-gene-24.74,0.342176087757873
GO:0046983,maker-1014_pilon-augustus-gene-3.36,0.342019021535606
GO:0005634,maker-348_pilon-snap-gene-17.45,0.3414186999981
GO:0006351,maker-348_pilon-snap-gene-17.45,0.3414186999981
GO:0005515,maker-526_pilon-snap-gene-3.28,0.338807943099815
GO:0005524,maker-564_pilon-snap-gene-3.58,0.337579891503953
GO:0003676,maker-564_pilon-snap-gene-3.58,0.337579891503953
GO:0005509,maker-564_pilon-snap-gene-3.58,0.337579891503953
GO:0005783,maker-564_pilon-snap-gene-3.58,0.337579891503953
GO:0006457,maker-564_pilon-snap-gene-3.58,0.337579891503953
GO:0051082,maker-564_pilon-snap-gene-3.58,0.337579891503953
GO:0004386,maker-564_pilon-snap-gene-3.58,0.337579891503953
GO:0006139,maker-564_pilon-snap-gene-3.58,0.337579891503953
GO:0016818,maker-564_pilon-snap-gene-3.58,0.337579891503953
GO:0000166,maker-266_pilon-snap-gene-68.68,0.337121246134041
GO:0005524,maker-266_pilon-snap-gene-68.68,0.337121246134041
GO:0004812,maker-266_pilon-snap-gene-68.68,0.337121246134041
GO:0006418,maker-266_pilon-snap-gene-68.68,0.337121246134041
GO:0003682,maker-328_pilon-snap-gene-13.70,0.336990794338164
GO:0000160,maker-1014_pilon-snap-gene-14.128,0.336877394617264
GO:0016020,augustus-353_pilon-processed-gene-20.39,0.336806932846103
GO:0003723,augustus_masked-606_pilon-processed-gene-68.25,0.336285899774466
GO:0016787,snap-637_pilon-processed-gene-19.41,0.336155378989393
GO:0016020,snap_masked-266_pilon-processed-gene-116.49,0.335235220931857
GO:0016747,snap_masked-266_pilon-processed-gene-116.49,0.335235220931857
GO:0006633,snap_masked-266_pilon-processed-gene-116.49,0.335235220931857
GO:0016491,maker-992_pilon-snap-gene-2.13,0.334808762330711
GO:0003746,maker-761_pilon-augustus-gene-2.102,0.334743679389226
GO:0006414,maker-761_pilon-augustus-gene-2.102,0.334743679389226
GO:0005524,snap-445_pilon-processed-gene-46.56,0.334670954197663
GO:0004672,snap-445_pilon-processed-gene-46.56,0.334670954197663
GO:0006468,snap-445_pilon-processed-gene-46.56,0.334670954197663
GO:0007165,snap-445_pilon-processed-gene-46.56,0.334670954197663
GO:0005515,augustus_masked-453_pilon-processed-gene-8.14,0.334173936142328
GO:0003854,maker-67920_pilon-snap-gene-0.2,0.333105736483655
GO:0006694,maker-67920_pilon-snap-gene-0.2,0.333105736483655
GO:0016616,maker-67920_pilon-snap-gene-0.2,0.333105736483655
GO:0015098,augustus_masked-927_pilon-processed-gene-5.11,0.332765038545116
GO:0015689,augustus_masked-927_pilon-processed-gene-5.11,0.332765038545116
GO:0006511,snap-69538_pilon-processed-gene-0.9,0.332726635889964
GO:0004601,augustus-314_pilon-processed-gene-22.94,0.332360609159481
GO:0006979,augustus-314_pilon-processed-gene-22.94,0.332360609159481
GO:0020037,augustus-314_pilon-processed-gene-22.94,0.332360609159481
GO:0016757,augustus-384_pilon-processed-gene-15.70,0.332264086001342
GO:0008194,maker-360_pilon-snap-gene-9.95,0.330694098543787
GO:0005515,maker-266_pilon-augustus-gene-103.113,0.330649975223238
GO:0070461,augustus_masked-305_pilon-processed-gene-25.58,0.330376205204704
GO:0005509,snap-348_pilon-processed-gene-11.27,0.329994904963777
GO:0004252,maker-316_pilon-augustus-gene-27.81,0.329964446785849
GO:0006465,maker-316_pilon-augustus-gene-27.81,0.329964446785849
GO:0005515,maker-377_pilon-snap-gene-0.36,0.329497811642541
GO:0005543,snap-268_pilon-processed-gene-43.51,0.329034716674384
GO:0004672,evm-351_pilon-processed-gene-15.1,0.328348306902975
GO:0006468,evm-351_pilon-processed-gene-15.1,0.328348306902975
GO:0000413,maker-357_pilon-snap-gene-12.1,0.326994377094305
GO:0003755,maker-357_pilon-snap-gene-12.1,0.326994377094305
GO:0035673,maker-1014_pilon-augustus-gene-2.39,0.324970409061134
GO:0005525,snap-721_pilon-processed-gene-14.60,0.324785356056723
GO:0003924,snap-721_pilon-processed-gene-14.60,0.324785356056723
GO:0005515,maker-361_pilon-augustus-gene-11.55,0.3246956143662
GO:0008759,maker-266_pilon-snap-gene-26.62,0.324067078656814
GO:0009245,maker-266_pilon-snap-gene-26.62,0.324067078656814
GO:0008168,maker-358_pilon-snap-gene-55.17,0.323729204081467
GO:0005509,maker-518_pilon-augustus-gene-26.5,0.323574301729366
GO:0015267,maker-345_pilon-snap-gene-120.42,0.322940488993829
GO:0016020,maker-345_pilon-snap-gene-120.42,0.322940488993829
GO:0055085,maker-345_pilon-snap-gene-120.42,0.322940488993829
GO:0009733,snap-360_pilon-processed-gene-88.12,0.322901448601087
GO:0000166,maker-349_pilon-snap-gene-12.7,0.322799747145782
GO:0003677,maker-349_pilon-snap-gene-12.7,0.322799747145782
GO:0003677,augustus_masked-437_pilon-processed-gene-17.41,0.322620551471368
GO:0000786,augustus_masked-437_pilon-processed-gene-17.41,0.322620551471368
GO:0006334,augustus_masked-437_pilon-processed-gene-17.41,0.322620551471368
GO:0005509,maker-316_pilon-snap-gene-17.0,0.322151062509278
GO:0003723,maker-348_pilon-augustus-gene-28.32,0.32202083173242
GO:0005525,maker-348_pilon-augustus-gene-28.32,0.32202083173242
GO:0004553,maker-616_pilon-snap-gene-7.116,0.322012514717551
GO:0005975,maker-616_pilon-snap-gene-7.116,0.322012514717551
GO:0005618,maker-616_pilon-snap-gene-7.116,0.322012514717551
GO:0006073,maker-616_pilon-snap-gene-7.116,0.322012514717551
GO:0016762,maker-616_pilon-snap-gene-7.116,0.322012514717551
GO:0048046,maker-616_pilon-snap-gene-7.116,0.322012514717551
GO:0033179,maker-316_pilon-snap-gene-61.88,0.321200607417622
GO:0046961,maker-316_pilon-snap-gene-61.88,0.321200607417622
GO:1902600,maker-316_pilon-snap-gene-61.88,0.321200607417622
GO:0005524,maker-264_pilon-augustus-gene-110.36,0.32030665733862
GO:0004672,maker-264_pilon-augustus-gene-110.36,0.32030665733862
GO:0006468,maker-264_pilon-augustus-gene-110.36,0.32030665733862
GO:0005543,augustus-416_pilon-processed-gene-7.11,0.320006576493977
GO:0003677,augustus_masked-591_pilon-processed-gene-1.33,0.319270884081791
GO:0008270,augustus_masked-591_pilon-processed-gene-1.33,0.319270884081791
GO:0016226,maker-384_pilon-snap-gene-18.34,0.31816031654461
GO:0005524,maker-353_pilon-snap-gene-100.55,0.317312276762705
GO:0004672,maker-353_pilon-snap-gene-100.55,0.317312276762705
GO:0006468,maker-353_pilon-snap-gene-100.55,0.317312276762705
GO:0005975,maker-353_pilon-snap-gene-100.55,0.317312276762705
GO:0016857,maker-353_pilon-snap-gene-100.55,0.317312276762705
GO:0006415,evm-941_pilon-processed-gene-1.33,0.316049349706572
GO:0003747,evm-941_pilon-processed-gene-1.33,0.316049349706572
GO:0003723,maker-459_pilon-augustus-gene-15.148,0.315958994450847
GO:0003735,maker-345_pilon-snap-gene-37.14,0.315621116938311
GO:0005840,maker-345_pilon-snap-gene-37.14,0.315621116938311
GO:0006412,maker-345_pilon-snap-gene-37.14,0.315621116938311
GO:0005524,augustus_masked-637_pilon-processed-gene-17.3,0.315406191543923
GO:0016301,augustus_masked-637_pilon-processed-gene-17.3,0.315406191543923
GO:0016310,augustus_masked-637_pilon-processed-gene-17.3,0.315406191543923
GO:0016772,augustus_masked-637_pilon-processed-gene-17.3,0.315406191543923
GO:0016740,maker-384_pilon-augustus-gene-20.19,0.314694365967631
GO:0005789,maker-384_pilon-augustus-gene-20.19,0.314694365967631
GO:0006506,maker-384_pilon-augustus-gene-20.19,0.314694365967631
GO:0005524,augustus-95494_pilon-processed-gene-0.9,0.313348464626229
GO:0004672,augustus-95494_pilon-processed-gene-0.9,0.313348464626229
GO:0006468,augustus-95494_pilon-processed-gene-0.9,0.313348464626229
GO:0005515,augustus-360_pilon-processed-gene-31.76,0.313170413061047
GO:0006355,augustus-369_pilon-processed-gene-2.49,0.312816197960817
GO:0005634,augustus-369_pilon-processed-gene-2.49,0.312816197960817
GO:0005524,augustus-369_pilon-processed-gene-2.49,0.312816197960817
GO:0004553,maker-74968_pilon-augustus-gene-0.12,0.312574550087765
GO:0005975,maker-74968_pilon-augustus-gene-0.12,0.312574550087765
GO:0006269,evm-216_pilon-processed-gene-15.0,0.312169776020696
GO:0009415,snap_masked-316_pilon-processed-gene-90.44,0.311362529215094
GO:0015743,maker-74056_pilon-augustus-gene-3.45,0.311324423581692
GO:0005524,augustus-530_pilon-processed-gene-8.15,0.311061843384705
GO:0004672,augustus-530_pilon-processed-gene-8.15,0.311061843384705
GO:0006468,augustus-530_pilon-processed-gene-8.15,0.311061843384705
GO:0016020,maker-878_pilon-augustus-gene-0.52,0.310690562307718
GO:0055085,maker-878_pilon-augustus-gene-0.52,0.310690562307718
GO:0007165,augustus_masked-901_pilon-abinit-gene-1.16,0.309723672300464
GO:0035091,maker-780_pilon-snap-gene-20.75,0.309436710466447
GO:0043130,maker-780_pilon-snap-gene-20.75,0.309436710466447
GO:0043531,snap-71188_pilon-processed-gene-0.44,0.309050633249719
GO:0003677,maker-459_pilon-snap-gene-2.1,0.307773614678973
GO:0016788,augustus-355_pilon-processed-gene-8.10,0.307677344549385
GO:0050661,augustus_masked-637_pilon-processed-gene-19.6,0.306922181634191
GO:0051287,augustus_masked-637_pilon-processed-gene-19.6,0.306922181634191
GO:0005524,augustus-376_pilon-processed-gene-6.60,0.306816305992882
GO:0140658,augustus-376_pilon-processed-gene-6.60,0.306816305992882
GO:0042393,augustus-376_pilon-processed-gene-6.60,0.306816305992882
GO:0006511,snap_masked-936_pilon-processed-gene-1.40,0.306594477997723
GO:0004357,evm-266_pilon-processed-gene-70.86,0.306318725942134
GO:0042398,evm-266_pilon-processed-gene-70.86,0.306318725942134
GO:0005515,augustus_masked-616_pilon-abinit-gene-14.0,0.304865955313238
GO:0003723,maker-433_pilon-snap-gene-23.51,0.304633718106595
GO:0005515,snap-768_pilon-processed-gene-1.69,0.303615720298427
GO:0005515,augustus-371_pilon-processed-gene-1.18,0.302179485246569
GO:0000160,maker-72006_pilon-snap-gene-0.1,0.302042843543001
GO:0016491,maker-867_pilon-snap-gene-57.72,0.301960143676395
GO:0005515,augustus_masked-445_pilon-processed-gene-26.52,0.301243573505298
GO:0006807,maker-430_pilon-snap-gene-9.206,0.300151935007902
GO:0046983,maker-268_pilon-snap-gene-72.5,0.299965194144026
GO:0005524,evm-423_pilon-processed-gene-2.26,0.29961075243985
GO:0004672,evm-423_pilon-processed-gene-2.26,0.29961075243985
GO:0006468,evm-423_pilon-processed-gene-2.26,0.29961075243985
GO:0003887,maker-266_pilon-augustus-gene-20.32,0.299517235295125
GO:0003677,maker-266_pilon-augustus-gene-20.32,0.299517235295125
GO:0005524,maker-266_pilon-augustus-gene-20.32,0.299517235295125
GO:0003676,maker-266_pilon-augustus-gene-20.32,0.299517235295125
GO:0006260,maker-266_pilon-augustus-gene-20.32,0.299517235295125
GO:0007165,snap-72162_pilon-processed-gene-0.38,0.298987083747008
GO:0005524,augustus-316_pilon-processed-gene-55.50,0.2987580609557
GO:0016887,augustus-316_pilon-processed-gene-55.50,0.2987580609557
GO:0005515,maker-351_pilon-augustus-gene-8.58,0.298476367819717
GO:0005515,augustus_masked-414_pilon-processed-gene-2.61,0.297092914089556
GO:0004842,augustus_masked-414_pilon-processed-gene-2.61,0.297092914089556
GO:0016567,augustus_masked-414_pilon-processed-gene-2.61,0.297092914089556
GO:0003676,snap-345_pilon-processed-gene-39.39,0.296482993484984
GO:0006351,snap-345_pilon-processed-gene-39.39,0.296482993484984
GO:0035091,maker-778_pilon-snap-gene-13.40,0.295486250927803
GO:0043130,maker-778_pilon-snap-gene-13.40,0.295486250927803
GO:0003700,maker-263_pilon-snap-gene-25.97,0.295151783558065
GO:0006355,maker-263_pilon-snap-gene-25.97,0.295151783558065
GO:0004143,maker-315_pilon-augustus-gene-9.91,0.295062953319701
GO:0007205,maker-315_pilon-augustus-gene-9.91,0.295062953319701
GO:0016301,maker-315_pilon-augustus-gene-9.91,0.295062953319701
GO:0003723,maker-431_pilon-snap-gene-11.12,0.294644624581713
GO:0005515,snap-380_pilon-processed-gene-9.30,0.294141786115866
GO:0008270,maker-637_pilon-augustus-gene-8.82,0.29312429113158
GO:0003723,maker-358_pilon-snap-gene-42.25,0.292785178236107
GO:0005524,augustus_masked-268_pilon-processed-gene-70.10,0.291595041625548
GO:0016787,maker-71867_pilon-augustus-gene-1.64,0.291354709634498
GO:0005524,maker-300_pilon-snap-gene-4.21,0.29114732205394
GO:0009058,maker-300_pilon-snap-gene-4.21,0.29114732205394
GO:0016887,maker-300_pilon-snap-gene-4.21,0.29114732205394
GO:0030170,maker-300_pilon-snap-gene-4.21,0.29114732205394
GO:0046983,snap_masked-345_pilon-processed-gene-7.53,0.288831936023804
GO:0030599,maker-265_pilon-augustus-gene-5.73,0.288556293362249
GO:0042545,maker-265_pilon-augustus-gene-5.73,0.288556293362249
GO:0003677,maker-867_pilon-augustus-gene-56.20,0.28849488550967
GO:0003916,maker-867_pilon-augustus-gene-56.20,0.28849488550967
GO:0006265,maker-867_pilon-augustus-gene-56.20,0.28849488550967
GO:0016787,maker-415_pilon-snap-gene-33.74,0.28770705852255
GO:0046983,maker-772_pilon-augustus-gene-25.1,0.287085748213036
GO:0019786,augustus-178152_pilon-processed-gene-0.3,0.285790155747105
GO:0004857,augustus-345_pilon-processed-gene-25.80,0.285567521042854
GO:0004553,maker-714_pilon-snap-gene-18.1,0.285067091616307
GO:0005975,maker-714_pilon-snap-gene-18.1,0.285067091616307
GO:0005618,maker-714_pilon-snap-gene-18.1,0.285067091616307
GO:0006073,maker-714_pilon-snap-gene-18.1,0.285067091616307
GO:0016762,maker-714_pilon-snap-gene-18.1,0.285067091616307
GO:0048046,maker-714_pilon-snap-gene-18.1,0.285067091616307
GO:0016020,maker-262_pilon-snap-gene-44.19,0.284592771612947
GO:0055085,maker-262_pilon-snap-gene-44.19,0.284592771612947
GO:0005515,maker-353_pilon-snap-gene-36.38,0.283549557983793
GO:0005515,augustus-460_pilon-processed-gene-2.42,0.283448686069553
GO:0003723,maker-513_pilon-snap-gene-4.106,0.283015185046387
GO:0003723,maker-665_pilon-snap-gene-2.81,0.282821965648115
GO:0003824,maker-316_pilon-snap-gene-45.8,0.282657752734067
GO:0051536,maker-316_pilon-snap-gene-45.8,0.282657752734067
GO:0008168,maker-316_pilon-snap-gene-45.8,0.282657752734067
GO:0010181,maker-316_pilon-snap-gene-45.8,0.282657752734067
GO:0005777,maker-345_pilon-snap-gene-57.64,0.28208512960269
GO:0005515,maker-605_pilon-snap-gene-3.84,0.281948540224058
GO:0005515,maker-345_pilon-augustus-gene-89.46,0.281315645387999
GO:0005524,maker-345_pilon-augustus-gene-89.46,0.281315645387999
GO:0004672,maker-345_pilon-augustus-gene-89.46,0.281315645387999
GO:0006468,maker-345_pilon-augustus-gene-89.46,0.281315645387999
GO:0005509,snap-879_pilon-processed-gene-2.167,0.281206656985051
GO:0007275,maker-381_pilon-snap-gene-6.31,0.280289360976131
GO:0016020,maker-236975_pilon-augustus-gene-0.10,0.279206077613445
GO:0016757,maker-236975_pilon-augustus-gene-0.10,0.279206077613445
GO:0003723,maker-264_pilon-augustus-gene-118.0,0.279001975043543
GO:0003676,maker-453_pilon-augustus-gene-6.111,0.278309831585762
GO:0016020,snap_masked-216_pilon-processed-gene-21.67,0.278276044337263
GO:0004518,snap-438_pilon-processed-gene-32.121,0.27743906791234
GO:0008270,augustus-378_pilon-processed-gene-11.124,0.277238405695374
GO:0006886,augustus_masked-445_pilon-processed-gene-33.3,0.277051100938436
GO:0031267,augustus_masked-445_pilon-processed-gene-33.3,0.277051100938436
GO:0005515,maker-973_pilon-snap-gene-7.7,0.276585957027869
GO:0003723,maker-973_pilon-snap-gene-7.7,0.276585957027869
GO:0000160,maker-917_pilon-snap-gene-0.0,0.276421367892895
GO:0003700,maker-456_pilon-snap-gene-7.127,0.276111089675993
GO:0006355,maker-456_pilon-snap-gene-7.127,0.276111089675993
GO:0005515,augustus_masked-714_pilon-processed-gene-35.26,0.275901614844933
GO:0008113,maker-901_pilon-snap-gene-6.160,0.275889451288982
GO:0006096,maker-714_pilon-snap-gene-12.5,0.27571845674713
GO:0000287,maker-714_pilon-snap-gene-12.5,0.27571845674713
GO:0004743,maker-714_pilon-snap-gene-12.5,0.27571845674713
GO:0030955,maker-714_pilon-snap-gene-12.5,0.27571845674713
GO:0016740,evm-385_pilon-processed-gene-5.18,0.275463114580654
GO:0000413,maker-345_pilon-snap-gene-33.67,0.274207613004715
GO:0003755,maker-345_pilon-snap-gene-33.67,0.274207613004715
GO:0003824,maker-312_pilon-augustus-gene-24.81,0.273932879804696
GO:0005515,augustus-70992_pilon-processed-gene-0.15,0.273579449248393
GO:0005515,snap-299_pilon-processed-gene-27.46,0.273425880327489
GO:0005515,maker-462_pilon-snap-gene-13.54,0.273319143742119
GO:0006355,maker-328_pilon-augustus-gene-13.11,0.272349289406848
GO:0005515,maker-328_pilon-augustus-gene-13.11,0.272349289406848
GO:0016020,maker-933_pilon-snap-gene-0.18,0.271582019986897
GO:0051082,maker-358_pilon-snap-gene-39.151,0.271451668918676
GO:0031072,maker-358_pilon-snap-gene-39.151,0.271451668918676
GO:0005515,snap_masked-316_pilon-processed-gene-0.16,0.271316140318882
GO:0006355,maker-345_pilon-snap-gene-72.31,0.271125006682065
GO:0003677,maker-345_pilon-snap-gene-72.31,0.271125006682065
GO:0009055,maker-880_pilon-snap-gene-1.75,0.27088921043252
GO:0005515,maker-428_pilon-snap-gene-6.0,0.270366339182775
GO:0016020,maker-579_pilon-augustus-gene-35.65,0.269723034659618
GO:0055085,maker-579_pilon-augustus-gene-35.65,0.269723034659618
GO:0005515,maker-635_pilon-snap-gene-4.80,0.269102735307432
GO:0006364,maker-635_pilon-snap-gene-4.80,0.269102735307432
GO:0009055,maker-522_pilon-snap-gene-3.88,0.268300206501171
GO:0046872,maker-352_pilon-snap-gene-7.60,0.267085593281829
GO:0003735,maker-352_pilon-snap-gene-7.60,0.267085593281829
GO:0005840,maker-352_pilon-snap-gene-7.60,0.267085593281829
GO:0006412,maker-352_pilon-snap-gene-7.60,0.267085593281829
GO:0004784,maker-352_pilon-snap-gene-7.60,0.267085593281829
GO:0006801,maker-352_pilon-snap-gene-7.60,0.267085593281829
GO:0008270,snap-759_pilon-processed-gene-1.27,0.266813517679384
GO:0046872,maker-74971_pilon-snap-gene-0.1,0.266455594287195
GO:0003723,maker-377_pilon-snap-gene-76.18,0.264725705006456
GO:0016747,maker-70251_pilon-snap-gene-0.127,0.264473864993275
GO:0015267,snap-692_pilon-processed-gene-0.32,0.263646570232696
GO:0016020,snap-692_pilon-processed-gene-0.32,0.263646570232696
GO:0055085,snap-692_pilon-processed-gene-0.32,0.263646570232696
GO:0004553,snap-445_pilon-processed-gene-15.64,0.26312275516639
GO:0005975,snap-445_pilon-processed-gene-15.64,0.26312275516639
GO:0005524,augustus_masked-358_pilon-processed-gene-37.59,0.262653248334281
GO:0004672,augustus_masked-358_pilon-processed-gene-37.59,0.262653248334281
GO:0006468,augustus_masked-358_pilon-processed-gene-37.59,0.262653248334281
GO:0003723,maker-431_pilon-augustus-gene-4.103,0.26229196932219
GO:0046983,maker-377_pilon-snap-gene-77.19,0.26206535520025
GO:0016787,maker-265_pilon-snap-gene-16.38,0.261651728934904
GO:0005509,maker-265_pilon-snap-gene-16.38,0.261651728934904
GO:0005544,maker-265_pilon-snap-gene-16.38,0.261651728934904
GO:0003700,snap-369_pilon-processed-gene-10.92,0.261175486987028
GO:0006355,snap-369_pilon-processed-gene-10.92,0.261175486987028
GO:0016491,maker-825_pilon-snap-gene-9.27,0.260106027468302
GO:0006520,maker-825_pilon-snap-gene-9.27,0.260106027468302
GO:0004553,evm-976_pilon-processed-gene-6.76,0.259866323735596
GO:0005975,evm-976_pilon-processed-gene-6.76,0.259866323735596
GO:0005525,maker-384_pilon-snap-gene-0.64,0.259649108543289
GO:0003924,maker-384_pilon-snap-gene-0.64,0.259649108543289
GO:0005509,augustus-316_pilon-processed-gene-18.40,0.258730142162856
GO:0007165,augustus-69325_pilon-processed-gene-0.3,0.258144642654649
GO:0043531,augustus-69325_pilon-processed-gene-0.3,0.258144642654649
GO:0004672,snap-976_pilon-processed-gene-27.90,0.258128643840835
GO:0006468,snap-976_pilon-processed-gene-27.90,0.258128643840835
GO:0006629,maker-452_pilon-snap-gene-45.116,0.25762131606538
GO:0016020,maker-72297_pilon-augustus-gene-0.1,0.256163127593776
GO:0006355,maker-345_pilon-snap-gene-16.40,0.25508615406717
GO:0003677,maker-345_pilon-snap-gene-16.40,0.25508615406717
GO:0030247,maker-720_pilon-augustus-gene-1.59,0.254396712428918
GO:0004672,maker-720_pilon-augustus-gene-1.59,0.254396712428918
GO:0006468,maker-720_pilon-augustus-gene-1.59,0.254396712428918
GO:0008270,maker-867_pilon-snap-gene-4.61,0.253972687120675
GO:0016020,maker-445_pilon-snap-gene-2.83,0.253518667798922
GO:0055085,maker-445_pilon-snap-gene-2.83,0.253518667798922
GO:0015297,maker-445_pilon-snap-gene-2.83,0.253518667798922
GO:0042910,maker-445_pilon-snap-gene-2.83,0.253518667798922
GO:0005515,maker-262_pilon-snap-gene-48.12,0.253436373786737
GO:0004842,maker-262_pilon-snap-gene-48.12,0.253436373786737
GO:0016567,maker-262_pilon-snap-gene-48.12,0.253436373786737
GO:0016020,evm-360_pilon-processed-gene-47.54,0.252346443136225
GO:0055085,evm-360_pilon-processed-gene-47.54,0.252346443136225
GO:0006812,evm-360_pilon-processed-gene-47.54,0.252346443136225
GO:0008324,evm-360_pilon-processed-gene-47.54,0.252346443136225
GO:0005515,maker-437_pilon-augustus-gene-14.2,0.252272865740563
GO:0016746,augustus_masked-447_pilon-processed-gene-5.4,0.251716396421033
GO:0006508,maker-345_pilon-augustus-gene-28.36,0.251291972213304
GO:0005524,maker-345_pilon-augustus-gene-28.36,0.251291972213304
GO:0016887,maker-345_pilon-augustus-gene-28.36,0.251291972213304
GO:0004176,maker-345_pilon-augustus-gene-28.36,0.251291972213304
GO:0004252,maker-345_pilon-augustus-gene-28.36,0.251291972213304
GO:0016020,maker-379_pilon-snap-gene-12.52,0.25097595784194
GO:0016020,maker-880_pilon-augustus-gene-8.29,0.250547218033005
GO:0003830,maker-880_pilon-augustus-gene-8.29,0.250547218033005
GO:0006487,maker-880_pilon-augustus-gene-8.29,0.250547218033005
GO:0050660,augustus-780_pilon-processed-gene-31.70,0.250225379850093
GO:0016614,augustus-780_pilon-processed-gene-31.70,0.250225379850093
GO:0003735,maker-371_pilon-snap-gene-40.151,0.248010619043676
GO:0005840,maker-371_pilon-snap-gene-40.151,0.248010619043676
GO:0006412,maker-371_pilon-snap-gene-40.151,0.248010619043676
GO:0005524,augustus-786_pilon-processed-gene-1.91,0.247925472942376
GO:0016887,augustus-786_pilon-processed-gene-1.91,0.247925472942376
GO:0004601,augustus-384_pilon-processed-gene-19.128,0.247836087331628
GO:0006979,augustus-384_pilon-processed-gene-19.128,0.247836087331628
GO:0020037,augustus-384_pilon-processed-gene-19.128,0.247836087331628
GO:0004325,maker-416_pilon-snap-gene-14.90,0.247634237076874
GO:0006783,maker-416_pilon-snap-gene-14.90,0.247634237076874
GO:0004672,snap-360_pilon-processed-gene-43.21,0.246472378750547
GO:0006468,snap-360_pilon-processed-gene-43.21,0.246472378750547
GO:0005509,snap-778_pilon-processed-gene-29.115,0.245788507741858
GO:0046983,maker-74585_pilon-augustus-gene-0.80,0.24557521407788999
GO:0016020,maker-267_pilon-snap-gene-28.70,0.244987088988563
