tanoak	dnds	GO_annotations	signature_descriptions	interpro_descriptions
maker-261_pilon-snap-gene-88.5	NA	GO:0004553|GO:0005975	Glycosyl hydrolases family 17, X8 domain	Glycoside hydrolase family 17, X8 domain
evm-463_pilon-processed-gene-14.42	NA	GO:0003924|GO:0005525	Ras family	Small GTPase
maker-463_pilon-snap-gene-18.27	1.39387733892372	GO:0007017|GO:0030286	Dynein light chain type 1	Dynein light chain, type 1/2
maker-72381_pilon-snap-gene-1.8	0.407444588678808	GO:0003824|GO:0009058	Cytidylyltransferase-like	Cytidyltransferase-like domain
augustus_masked-72381_pilon-processed-gene-2.128	0.779772937096767	GO:0005524|GO:0005515	TCP-1/cpn60 chaperonin family, Ankyrin repeats (many copies)	Chaperonin Cpn60/GroEL/TCP-1 family, Ankyrin repeat
maker-720_pilon-augustus-gene-1.59	0.254396712428918	GO:0030247|GO:0004672|GO:0006468	Wall-associated receptor kinase galacturonan-binding, Protein tyrosine and serine/threonine kinase	Wall-associated receptor kinase, galacturonan-binding domain, Serine-threonine/tyrosine-protein kinase, catalytic domain
maker-720_pilon-augustus-gene-1.62	0.474661983045275	GO:0004672|GO:0005524|GO:0006468	Protein kinase domain	Protein kinase domain
snap-720_pilon-processed-gene-2.73	0.998120815560924	GO:0016020	EamA-like transporter family	EamA domain
maker-720_pilon-snap-gene-3.103	0.388951022840189	GO:0003735|GO:0005840|GO:0006412	Ribosomal protein L3	Ribosomal protein L3
snap-720_pilon-processed-gene-5.46	0.402538240025732	GO:0004672|GO:0005524|GO:0006468|GO:0004842|GO:0016567	Protein kinase domain, U-box domain	Protein kinase domain, U-box domain
augustus_masked-708_pilon-abinit-gene-0.53	0.234812589441165	GO:0004553|GO:0005975|GO:0003700|GO:0006355	Glycosyl hydrolases family 17, AP2 domain	Glycoside hydrolase family 17, AP2/ERF domain
maker-708_pilon-augustus-gene-1.54	0.61008468112963	GO:0003700|GO:0005634|GO:0006355|GO:0003677|GO:0046983	K-box region, SRF-type transcription factor (DNA-binding and dimerisation domain)	Transcription factor, K-box, Transcription factor, MADS-box
evm-708_pilon-processed-gene-2.109	NA	GO:0008168	SAM dependent carboxyl methyltransferase	SAM dependent carboxyl methyltransferase
snap-708_pilon-processed-gene-5.56	0.503321583171402	GO:0043531	Rx N-terminal domain, NB-ARC domain	Rx, N-terminal, NB-ARC
augustus-708_pilon-processed-gene-5.90	NA	GO:0004672|GO:0005524|GO:0006468	Protein kinase domain	Protein kinase domain
snap-708_pilon-processed-gene-6.46	1.14325938939046	GO:0009415	Dehydrin	Dehydrin
maker-637_pilon-snap-gene-0.2	NA	GO:0046872	Zinc finger C-x8-C-x5-C-x3-H type (and similar)	Zinc finger, CCCH-type
snap-637_pilon-processed-gene-0.66	0.527282903853611	GO:0004672|GO:0006468	Protein tyrosine and serine/threonine kinase	Serine-threonine/tyrosine-protein kinase, catalytic domain
augustus_masked-637_pilon-processed-gene-2.26	1.12243889090002	GO:0006629	snoRNA binding domain, fibrillarin, Lipase (class 3), Prp31 C terminal domain	Nop domain, Fungal lipase-like domain, Prp31 C-terminal
maker-637_pilon-augustus-gene-4.40	NA	GO:0000272|GO:0016161	Glycosyl hydrolase family 14	Glycoside hydrolase, family 14
maker-637_pilon-augustus-gene-8.82	0.29312429113158	GO:0008270	RING-variant domain	Zinc finger, RING-CH-type
augustus_masked-637_pilon-processed-gene-15.37	0.180677569188793	GO:0016757	Glycosyl transferase family 8	Glycosyl transferase, family 8
maker-637_pilon-augustus-gene-15.58	0.222740358623163	GO:0005515	Leucine Rich repeat, F-box	Leucine-rich repeat, COI1, F-box
augustus_masked-637_pilon-processed-gene-17.3	0.315406191543923	GO:0005524|GO:0016301|GO:0016310|GO:0016772	Pyruvate phosphate dikinase, AMP/ATP-binding domain, PEP-utilising enzyme, mobile domain, PEP-utilising enzyme, PEP-binding domain	Pyruvate phosphate dikinase, AMP/ATP-binding, PEP-utilising enzyme, mobile domain, PEP-utilising enzyme, C-terminal
maker-637_pilon-snap-gene-17.107	NA	GO:0003924|GO:0005525	Elongation factor Tu C-terminal domain, Elongation factor Tu GTP binding domain, Elongation factor Tu domain 2	Translation elongation factor EFTu/EF1A, C-terminal, Translational (tr)-type GTP-binding domain, Translation elongation factor EFTu-like, domain 2
snap-637_pilon-processed-gene-19.41	0.336155378989393	GO:0016787	Dienelactone hydrolase family	Dienelactone hydrolase
augustus_masked-637_pilon-processed-gene-19.6	0.306922181634191	GO:0051287|GO:0050661	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase, NAD binding domain of 6-phosphogluconate dehydrogenase	3-hydroxyisobutyrate dehydrogenase-like, NAD-binding domain, 6-phosphogluconate dehydrogenase, NADP-binding
maker-637_pilon-augustus-gene-19.81	0.526446177900064	GO:0005515	NLE (NUC135) domain, WD domain, G-beta repeat	NLE, WD40 repeat
augustus_masked-927_pilon-processed-gene-5.11	0.332765038545116	GO:0015098|GO:0015689	Molybdate transporter of MFS superfamily	Molybdate transporter 1/2
snap-927_pilon-processed-gene-7.24	NA	GO:0003723	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	RNA recognition motif domain
maker-927_pilon-snap-gene-7.9	0.131150662214508	GO:0005515	WD domain, G-beta repeat	WD40 repeat
maker-927_pilon-snap-gene-9.84	NA	GO:0016787	Phospholipase/Carboxylesterase	Phospholipase/carboxylesterase/thioesterase
maker-927_pilon-snap-gene-9.86	NA	GO:0005515	WD domain, G-beta repeat, Dip2/Utp12 Family	WD40 repeat, Small-subunit processome, Utp12
maker-927_pilon-snap-gene-11.3	0.389753765039056	GO:0005515|GO:0008233|GO:0008237	JAB1/Mov34/MPN/PAD-1 ubiquitin protease	JAB1/MPN/MOV34 metalloenzyme domain
maker-927_pilon-snap-gene-12.90	0.506824750023664	GO:0043531	NB-ARC domain	NB-ARC
maker-927_pilon-snap-gene-14.120	NA	GO:0042586	Polypeptide deformylase	Peptide deformylase
augustus-460_pilon-processed-gene-2.42	0.283448686069553	GO:0005515	Ankyrin repeats (3 copies)	Ankyrin repeat
augustus-460_pilon-processed-gene-8.161	0.682126944421606	GO:0004672|GO:0005524|GO:0006468	Protein kinase domain	Protein kinase domain
maker-102861_pilon-snap-gene-0.14	0.384452531759984	GO:0005515	F-box domain, F-box associated	F-box domain, F-box associated domain, type 1
maker-993_pilon-augustus-gene-2.20	NA	GO:0016020|GO:0022857|GO:0055085	Permease family	Nucleobase cation symporter 2 family
maker-252944_pilon-snap-gene-0.2	0.702297057401374	GO:0005515	F-box domain	F-box domain
maker-151908_pilon-snap-gene-0.5	1.2843721758676	GO:0003777|GO:0005524|GO:0007018|GO:0008017	Kinesin motor domain	Kinesin motor domain
maker-370_pilon-augustus-gene-3.92	2.01931123566454	GO:0003677|GO:0009512	B3 DNA binding domain, PetM family of cytochrome b6f complex subunit 7	B3 DNA binding domain, PetM of cytochrome b6/f complex subunit 7
augustus-370_pilon-processed-gene-5.5	0.374815356486153	GO:0005515	WD domain, G-beta repeat	WD40 repeat
maker-415_pilon-snap-gene-2.25	0.467389048636781	GO:0003924|GO:0005525	Guanylate-binding protein, N-terminal domain	Guanylate-binding protein, N-terminal
maker-415_pilon-augustus-gene-2.44	NA	GO:0003677|GO:0006355	No apical meristem (NAM) protein	NAC domain
augustus-415_pilon-processed-gene-10.73	0.115858327055342	GO:0003700|GO:0006355	AP2 domain	AP2/ERF domain
maker-415_pilon-augustus-gene-21.97	0.492029714404278	GO:0004672|GO:0006468	Protein tyrosine and serine/threonine kinase	Serine-threonine/tyrosine-protein kinase, catalytic domain
augustus-415_pilon-processed-gene-31.95	NA	GO:0003723|GO:0006364|GO:0008168	Fibrillarin	rRNA 2'-O-methyltransferase fibrillarin-like
maker-415_pilon-augustus-gene-32.28	0.516547433769737	GO:0005524|GO:0006298|GO:0030983	MutS domain V, MutS2 and Smr-associated SH3 domain	DNA mismatch repair protein MutS, C-terminal, MutS2 and Smr-associated SH3 domain
maker-415_pilon-snap-gene-33.74	0.28770705852255	GO:0016787	Amidohydrolase family	Amidohydrolase-related
snap-415_pilon-processed-gene-46.8	2.32301496307875	GO:0003677|GO:0006355	Dof domain, zinc finger	Zinc finger, Dof-type
maker-68432_pilon-snap-gene-0.7	0.896924304755014	GO:0005515	F-box domain, FBD	F-box domain, FBD domain
evm-71456_pilon-processed-gene-0.8	0.655045057200662	GO:0030247	Wall-associated receptor kinase galacturonan-binding	Wall-associated receptor kinase, galacturonan-binding domain
snap-146183_pilon-processed-gene-0.2	0.207915044241766	GO:0005509	EF-hand domain pair	EF-hand domain
maker-665_pilon-snap-gene-2.81	0.282821965648115	GO:0003723	KH domain	K Homology domain, type 1
maker-665_pilon-snap-gene-3.0	NA	GO:0005515	CCT motif	CCT domain
maker-938_pilon-augustus-gene-0.9	NA	GO:0019888|GO:0030289	PPP4R2	Protein phosphatase 4 core regulatory subunit R2
augustus_masked-65895_pilon-processed-gene-0.3	0.844294445152768	GO:0009523|GO:0015979|GO:0016020	Photosystem II reaction centre X protein (PsbX)	Photosystem II PsbX
evm-423_pilon-processed-gene-2.26	0.29961075243985	GO:0004672|GO:0005524|GO:0006468	Protein kinase domain	Protein kinase domain
augustus-423_pilon-processed-gene-5.103	0.35363634072261	GO:0016301	Diacylglycerol kinase catalytic domain, YegS C-terminal NAD kinase beta sandwich-like domain	Diacylglycerol kinase, catalytic domain, YegS/DAGK, C-terminal domain
evm-423_pilon-processed-gene-8.55	NA	GO:0005515	WD domain, G-beta repeat	WD40 repeat
maker-768_pilon-snap-gene-1.100	NA	GO:0005515	F-box domain, Leucine Rich repeat	F-box domain, Leucine-rich repeat
snap-768_pilon-processed-gene-1.69	0.303615720298427	GO:0005515	Leucine Rich repeat	Leucine-rich repeat
maker-768_pilon-snap-gene-9.72	NA	GO:0008270	C3HC zinc finger-like	Zinc finger, C3HC-like
maker-768_pilon-snap-gene-10.60	0.231179655043609	GO:0016020	LEM3 (ligand-effect modulator 3) family / CDC50 family	CDC50/LEM3 family
maker-768_pilon-augustus-gene-10.14	NA	GO:0005515	WD domain, G-beta repeat	WD40 repeat
maker-768_pilon-snap-gene-10.72	0.496031612365682	GO:0005783|GO:0015035|GO:0016972|GO:0034975|GO:0071949	Endoplasmic Reticulum Oxidoreductin 1 (ERO1)	Endoplasmic reticulum oxidoreductin 1
snap_masked-768_pilon-processed-gene-12.40	0.149377179828075	GO:0005515	F-box-like	F-box domain
maker-768_pilon-augustus-gene-12.0	NA	GO:0008483|GO:0030170	Aminotransferase class-III	Aminotransferase class-III
snap-74090_pilon-processed-gene-0.67	0.580574477214033	GO:0070042|GO:0070475	rRNA (uridine-N3-)-methyltransferase BTM5-like	25S rRNA (uridine-N(3))-methyltransferase BMT5-like
snap_masked-358_pilon-processed-gene-9.103	NA	GO:0003700|GO:0006352|GO:0006355	Sigma-70 region 3, Sigma-70 region 2, Sigma-70, region 4	RNA polymerase sigma-70 region 3, RNA polymerase sigma-70 region 2, RNA polymerase sigma-70 region 4
maker-358_pilon-augustus-gene-10.54	NA	GO:0004672|GO:0005524|GO:0006468	Protein kinase domain	Protein kinase domain
evm-358_pilon-processed-gene-16.79	1.28348747955087	GO:0003677	B3 DNA binding domain	B3 DNA binding domain
augustus_masked-358_pilon-processed-gene-18.1	-471.47446344405	GO:0004857	Plant invertase/pectin methylesterase inhibitor	Pectinesterase inhibitor domain
maker-358_pilon-augustus-gene-26.39	NA	GO:0003676|GO:0004523	Zinc-finger of C2H2 type, TB2/DP1, HVA22 family, Reverse transcriptase-like	-, TB2/DP1/HVA22-related protein, Ribonuclease H domain
maker-358_pilon-snap-gene-28.13	0.721287484637448	GO:0003677|GO:0006275	Proliferating cell nuclear antigen, N-terminal domain	Proliferating cell nuclear antigen, PCNA, N-terminal
maker-358_pilon-snap-gene-35.5	0.672432698906689	GO:0004347|GO:0006094|GO:0006096	Phosphoglucose isomerase	Phosphoglucose isomerase (PGI)
augustus_masked-358_pilon-abinit-gene-37.43	0.426368148520849	GO:0005515	WD domain, G-beta repeat, Anaphase-promoting complex subunit 4 WD40 domain	WD40 repeat, Anaphase-promoting complex subunit 4, WD40 domain
augustus_masked-358_pilon-processed-gene-37.59	0.262653248334281	GO:0004672|GO:0005524|GO:0006468	Protein kinase domain	Protein kinase domain
maker-358_pilon-snap-gene-39.151	0.271451668918676	GO:0031072|GO:0051082	DnaJ domain, DnaJ C terminal domain, DnaJ central domain	DnaJ domain, Chaperone DnaJ, C-terminal, Heat shock protein DnaJ, cysteine-rich domain
snap-358_pilon-processed-gene-41.54	0.455936700768872	GO:0046983	Helix-loop-helix DNA-binding domain	Myc-type, basic helix-loop-helix (bHLH) domain
maker-358_pilon-snap-gene-41.21	NA	GO:0003700|GO:0006355	AP2 domain	AP2/ERF domain
maker-358_pilon-snap-gene-42.25	0.292785178236107	GO:0003723	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	RNA recognition motif domain
maker-358_pilon-snap-gene-43.6	NA	GO:0005975|GO:0016868|GO:0071704	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III, Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I, Phosphoglucomutase/phosphomannomutase, C-terminal domain, Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II	Alpha-D-phosphohexomutase, alpha/beta/alpha domain III, Alpha-D-phosphohexomutase, alpha/beta/alpha domain I, Alpha-D-phosphohexomutase, C-terminal, Alpha-D-phosphohexomutase, alpha/beta/alpha domain II
maker-358_pilon-snap-gene-49.78	0.444907477510926	GO:0000166|GO:0004812|GO:0005524|GO:0006418	tRNA synthetases class I (I, L, M and V), Anticodon-binding domain of tRNA ligase	Aminoacyl-tRNA synthetase, class Ia, Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding
maker-358_pilon-augustus-gene-49.9	NA	GO:0005524|GO:0016020|GO:0055085|GO:0140359	ABC transporter transmembrane region, ABC transporter	ABC transporter type 1, transmembrane domain, ABC transporter-like, ATP-binding domain
augustus-358_pilon-processed-gene-50.3	0.386007308410012	GO:0003700|GO:0006355	AP2 domain	AP2/ERF domain
augustus-358_pilon-processed-gene-51.19	0.342902279835536	GO:0003700|GO:0006355	AP2 domain	AP2/ERF domain
maker-358_pilon-snap-gene-55.17	0.323729204081467	GO:0008168	Putative S-adenosyl-L-methionine-dependent methyltransferase	Putative S-adenosyl-L-methionine-dependent methyltransferase
maker-358_pilon-augustus-gene-57.74	NA	GO:0003677	Methyl-CpG binding domain	Methyl-CpG DNA binding
snap-358_pilon-processed-gene-58.176	0.610224513940398	GO:0003723	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), Splicing factor 1 helix-hairpin domain	RNA recognition motif domain, Splicing factor 1, helix-hairpin domain
maker-579_pilon-snap-gene-6.87	NA	GO:0004672|GO:0005524|GO:0006468	Protein kinase domain, Protein phosphatase 2C	Protein kinase domain, PPM-type phosphatase-like domain
augustus_masked-579_pilon-processed-gene-7.8	NA	GO:0004497|GO:0005506|GO:0016705|GO:0020037	Cytochrome P450	Cytochrome P450
maker-579_pilon-snap-gene-12.2	NA	GO:0003676	SUZ domain, R3H domain	SUZ domain, R3H domain
maker-579_pilon-snap-gene-14.0	0.370678459788826	GO:0009058|GO:0016844	Strictosidine synthase, Strictosidine synthase-like, N-terminal	Strictosidine synthase, conserved region, -
augustus-579_pilon-processed-gene-14.31	NA	GO:0016836	Dehydratase family	Dihydroxy-acid/6-phosphogluconate dehydratase
maker-579_pilon-snap-gene-27.90	0.150843032064582	GO:0006351|GO:0043565|GO:0003700|GO:0006355	Seed dormancy control, bZIP transcription factor	Transcription factor TGA like domain, Basic-leucine zipper domain
maker-579_pilon-snap-gene-32.49	NA	GO:0046983	Helix-loop-helix DNA-binding domain	Myc-type, basic helix-loop-helix (bHLH) domain
maker-579_pilon-augustus-gene-35.65	0.269723034659618	GO:0016020|GO:0055085	Membrane transport protein	Membrane transport protein
augustus_masked-579_pilon-processed-gene-36.91	0.504649822855088	GO:0005515	F-box domain, F-box associated domain	F-box domain, F-box associated domain, type 3
maker-579_pilon-snap-gene-37.42	0.706806519505494	GO:0005515	F-box associated, F-box domain	F-box associated domain, type 1, F-box domain
augustus_masked-579_pilon-processed-gene-38.56	1.60666035354279	GO:0005515	F-box associated domain, F-box domain	F-box associated domain, type 3, F-box domain
maker-579_pilon-snap-gene-41.67	NA	GO:0008270	ZPR1 zinc-finger domain	Zinc finger, ZPR1-type
augustus_masked-579_pilon-processed-gene-43.2	0.447982763733182	GO:0008194	UDP-glucoronosyl and UDP-glucosyl transferase	UDP-glucuronosyl/UDP-glucosyltransferase
maker-579_pilon-snap-gene-47.11	0.568374926247061	GO:0003885|GO:0016020|GO:0050660	D-arabinono-1,4-lactone oxidase, FAD binding domain	D-arabinono-1,4-lactone oxidase, C-terminal domain, FAD linked oxidase, N-terminal
maker-424_pilon-augustus-gene-7.64	0.416398564034839	GO:0005515	Leucine Rich Repeat, FBD, F-box domain	Leucine-rich repeat 2, FBD domain, F-box domain
maker-424_pilon-augustus-gene-15.1	NA	GO:0005515	WD domain, G-beta repeat, Breast carcinoma amplified sequence 3	WD40 repeat, BCAS3 domain
maker-424_pilon-snap-gene-17.140	NA	GO:0003777|GO:0005524|GO:0007018|GO:0008017	Kinesin motor domain	Kinesin motor domain
maker-424_pilon-snap-gene-19.10	NA	GO:0004672|GO:0006468	Protein tyrosine and serine/threonine kinase	Serine-threonine/tyrosine-protein kinase, catalytic domain
evm-556_pilon-processed-gene-2.2	NA	GO:0005515	Potential Monad-binding region of RPAP3, Tetratricopeptide repeat	RNA-polymerase II-associated protein 3-like, C-terminal domain, Tetratricopeptide repeat 1, Tetratricopeptide repeat
maker-462_pilon-augustus-gene-3.40	NA	GO:0000079|GO:0019901	Cyclin	Cyclin PHO80-like
snap-462_pilon-processed-gene-11.54	0.450572152568704	GO:0003700|GO:0006355	AP2 domain	AP2/ERF domain
maker-462_pilon-snap-gene-13.54	0.273319143742119	GO:0005515	Armadillo/beta-catenin-like repeat, F-box-like	Armadillo, F-box domain
maker-418_pilon-snap-gene-0.65	0.469605423016671	GO:0005737|GO:0006511|GO:0007275	Seven in absentia protein family	Seven-in-absentia protein, TRAF-like domain
maker-418_pilon-snap-gene-3.59	0.182675131865845	GO:0003723|GO:0046872	RNA-binding, Nab2-type zinc finger, KH domain, Zinc finger C-x8-C-x5-C-x3-H type (and similar)	-, K Homology domain, type 1, Zinc finger, CCCH-type
maker-418_pilon-snap-gene-5.83	0.552402628435333	GO:0004497|GO:0005506|GO:0016705|GO:0020037	Cytochrome P450	Cytochrome P450
maker-522_pilon-snap-gene-0.20	0.569735165066363	GO:0005524	ABC transporter	ABC transporter-like, ATP-binding domain
maker-522_pilon-snap-gene-3.88	0.268300206501171	GO:0009055	Plastocyanin-like domain	Phytocyanin domain
maker-522_pilon-snap-gene-3.118	NA	GO:0000139|GO:0015165|GO:0016020|GO:0090481	Nucleotide-sugar transporter	Nucleotide-sugar transporter
maker-522_pilon-snap-gene-4.30	NA	GO:0003700|GO:0006355|GO:0043565	WRKY DNA -binding domain	WRKY domain
snap_masked-522_pilon-processed-gene-5.1	0.38194476623372	GO:0003700|GO:0006352|GO:0006355	Sigma-70, region 4, Sigma-70 region 2, Sigma-70 region 3	RNA polymerase sigma-70 region 4, RNA polymerase sigma-70 region 2, RNA polymerase sigma-70 region 3
evm-522_pilon-processed-gene-6.84	NA	GO:0016020	Sugar efflux transporter for intercellular exchange	SWEET sugar transporter
augustus-522_pilon-processed-gene-6.68	NA	GO:0005524|GO:0016887|GO:0004176|GO:0004222|GO:0006508	ATPase family associated with various cellular activities (AAA), Peptidase family M41, AAA+ lid domain	ATPase, AAA-type, core, Peptidase M41, AAA ATPase, AAA+ lid domain
maker-261019_pilon-snap-gene-0.5	NA	GO:0003924|GO:0005525	Translation-initiation factor 2, Elongation factor Tu GTP binding domain	Translation initiation factor IF- 2, domain 3, Translational (tr)-type GTP-binding domain
maker-262_pilon-snap-gene-7.0	0.23196124493123	GO:0055085	UAA transporter family	UAA transporter
augustus-262_pilon-processed-gene-16.109	0.237636711538459	GO:0004672|GO:0005524|GO:0006468	PAS domain, Protein kinase domain	PAS domain, Protein kinase domain
maker-262_pilon-snap-gene-21.18	NA	GO:0003700|GO:0006355	AP2 domain	AP2/ERF domain
maker-262_pilon-augustus-gene-22.0	0.48371694043085	GO:0004601|GO:0006979|GO:0020037	Peroxidase	Haem peroxidase
maker-262_pilon-augustus-gene-22.8	NA	GO:0003723	RING/Ubox like zinc-binding domain, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	-, RNA recognition motif domain
maker-262_pilon-augustus-gene-28.46	NA	GO:0016020	Tetraspanin family	Tetraspanin/Peripherin
maker-262_pilon-snap-gene-44.19	0.284592771612947	GO:0016020|GO:0055085	Sodium/calcium exchanger protein	Sodium/calcium exchanger membrane region
maker-262_pilon-snap-gene-48.12	0.253436373786737	GO:0004842|GO:0016567|GO:0005515	U-box domain, Armadillo/beta-catenin-like repeat	U-box domain, Armadillo
snap-262_pilon-processed-gene-54.59	0.23112150434316	GO:0046907	RanBP1 domain	Ran binding domain
maker-262_pilon-augustus-gene-57.50	1.35478055208	GO:0005515|GO:0051087	Ubiquitin family, BAG domain	Ubiquitin-like domain, BAG domain
augustus-262_pilon-processed-gene-63.68	NA	GO:0016671	Gamma interferon inducible lysosomal thiol reductase (GILT)	Gamma interferon inducible lysosomal thiol reductase GILT
snap-262_pilon-processed-gene-65.29	NA	GO:0005515	CCT motif	CCT domain
maker-262_pilon-snap-gene-68.61	0.542203919734313	GO:0004672|GO:0006468	Protein tyrosine and serine/threonine kinase	Serine-threonine/tyrosine-protein kinase, catalytic domain
maker-262_pilon-snap-gene-72.43	NA	GO:0016020|GO:0016757	Core-2/I-Branching enzyme	Glycosyl transferase, family 14
maker-262_pilon-augustus-gene-81.72	NA	GO:0003676|GO:0004519|GO:0006308	S1/P1 Nuclease	S1/P1 nuclease
augustus_masked-763_pilon-processed-gene-1.122	0.46994233751217	GO:0016020|GO:0022857|GO:0055085	Sugar (and other) transporter	Major facilitator,  sugar transporter-like
evm-777_pilon-processed-gene-1.78	NA	GO:0003677|GO:0005524|GO:0140658	DNA-binding domain, Helicase conserved C-terminal domain, SNF2-related domain	DBINO domain, Helicase, C-terminal, SNF2, N-terminal
augustus-39384_pilon-processed-gene-0.1	0.659380102771158	GO:0005216|GO:0006811|GO:0016020|GO:0055085	Ion transport protein	Ion transport domain
augustus_masked-811_pilon-abinit-gene-0.30	NA	GO:0005515	WD domain, G-beta repeat	WD40 repeat
maker-526_pilon-augustus-gene-2.58	NA	GO:0003779	Coiled-coil regions of plant-specific actin-binding protein, Actin-binding domain of plant-specific actin-binding protein, Ig domain of plant-specific actin-binding protein, PH domain of plant-specific actin-binding protein	Stomatal closure-related actin-binding protein, coiled-coil domain, Stomatal closure-related actin-binding protein, actin-binding domain, -, Stomatal closure-related actin-binding protein, PH domain
maker-526_pilon-snap-gene-2.17	NA	GO:0009058|GO:0016779	Nucleotidyl transferase	Nucleotidyl transferase domain
maker-526_pilon-snap-gene-3.28	0.338807943099815	GO:0005515	Domain of unknown function, Ankyrin repeats (3 copies), Ankyrin repeats (many copies)	PGG domain, Ankyrin repeat
evm-526_pilon-processed-gene-4.16	NA	GO:0005524|GO:0016020|GO:0140359	ABC transporter, ABC-2 type transporter	ABC transporter-like, ATP-binding domain, ABC-2 type transporter
augustus-526_pilon-processed-gene-5.8	0.138720265128167	GO:0003735|GO:0005840|GO:0006412	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast	Ribosomal protein L18
maker-526_pilon-snap-gene-6.50	0.971273094936741	GO:0004560|GO:0005975	Alpha-L-fucosidase	Glycoside hydrolase, family 29
maker-526_pilon-snap-gene-9.74	NA	GO:0007034	Snf7	Snf7 family
maker-526_pilon-snap-gene-11.30	0.414693584136499	GO:0046983	Helix-loop-helix DNA-binding domain	Myc-type, basic helix-loop-helix (bHLH) domain
maker-526_pilon-snap-gene-17.22	0.19134607130035	GO:0004672|GO:0005524|GO:0006468	Protein kinase domain	Protein kinase domain
maker-526_pilon-snap-gene-18.175	NA	GO:0016788	GDSL-like Lipase/Acylhydrolase	GDSL lipase/esterase
maker-421_pilon-snap-gene-2.1	0.149521096161454	GO:0006801|GO:0046872	Copper/zinc superoxide dismutase (SODC)	Superoxide dismutase, copper/zinc binding domain
maker-605_pilon-snap-gene-0.32	NA	GO:0005515	SWIRM-associated region 1, SWIRM domain, Myb-like DNA-binding domain	SMARCC, C-terminal, SWIRM domain, SANT/Myb domain
augustus-605_pilon-processed-gene-2.61	NA	GO:0006633|GO:0016790	Acyl-ACP thioesterase	Acyl-ACP thioesterase
maker-605_pilon-snap-gene-3.84	0.281948540224058	GO:0005515	FIST C domain, F-box domain, FIST N domain	FIST, C-domain, F-box domain, FIST domain, N-terminal
maker-605_pilon-snap-gene-4.12	0.792457351415275	GO:0003677|GO:0046983|GO:0003700|GO:0005634|GO:0006355	SRF-type transcription factor (DNA-binding and dimerisation domain), K-box region	Transcription factor, MADS-box, Transcription factor, K-box
maker-353_pilon-snap-gene-3.0	0.0492150484600385	GO:0003723|GO:0003735|GO:0006412	KH domain, Ribosomal protein S3, C-terminal domain	K Homology domain, type 2, Ribosomal protein S3, C-terminal
maker-353_pilon-snap-gene-4.78	NA	GO:0007034	Snf7	Snf7 family
augustus-353_pilon-processed-gene-5.80	NA	GO:0003700|GO:0006355	CCAAT-binding transcription factor (CBF-B/NF-YA) subunit B	Nuclear transcription factor Y subunit A
augustus-353_pilon-processed-gene-9.18	0.660853977264007	GO:0008194	UDP-glucoronosyl and UDP-glucosyl transferase	UDP-glucuronosyl/UDP-glucosyltransferase
maker-353_pilon-snap-gene-9.40	1.23516854224043	GO:0003729|GO:0005849|GO:0006378	Nucleotide hydrolase	Cleavage/polyadenylation specificity factor subunit 5
snap-353_pilon-processed-gene-9.71	NA	GO:0005515	Anaphase-promoting complex subunit 4 WD40 domain, WD domain, G-beta repeat	Anaphase-promoting complex subunit 4, WD40 domain, WD40 repeat
augustus-353_pilon-processed-gene-14.64	1.74101920704727	GO:0003700|GO:0006355|GO:0043565	HSF-type DNA-binding	Heat shock factor (HSF)-type, DNA-binding
augustus-353_pilon-processed-gene-14.68	0.414224726866689	GO:0016787	Survival protein SurE	Survival protein SurE-like phosphatase/nucleotidase
maker-353_pilon-snap-gene-19.94	NA	GO:0006355|GO:0043565	GATA zinc finger	Zinc finger, GATA-type
maker-353_pilon-augustus-gene-19.82	0.159345260614156	GO:0005515	Histone-binding protein RBBP4 or subunit C of CAF1 complex, WD domain, G-beta repeat	Histone-binding protein RBBP4, N-terminal, WD40 repeat
augustus-353_pilon-processed-gene-20.39	0.336806932846103	GO:0016020	Tetraspanin family	Tetraspanin/Peripherin
maker-353_pilon-snap-gene-22.140	0.0994963240694444	GO:0005737|GO:0006535|GO:0009001	Bacterial transferase hexapeptide (six repeats), Serine acetyltransferase, N-terminal, Hexapeptide repeat of succinyl-transferase	Hexapeptide repeat, Serine acetyltransferase, N-terminal
augustus-353_pilon-processed-gene-22.79	0.67640225118231	GO:0008270	DYW family of nucleic acid deaminases, PPR repeat family	DYW domain, Pentatricopeptide repeat
maker-353_pilon-snap-gene-26.13	NA	GO:0030145|GO:0070006	Aminopeptidase P, N-terminal domain, Metallopeptidase family M24	Aminopeptidase P, N-terminal, Peptidase M24
maker-353_pilon-snap-gene-27.83	NA	GO:0015031	Regulator of Vps4 activity in the MVB pathway	Vacuolar protein sorting-associated protein Ist1
maker-353_pilon-augustus-gene-27.81	0.210742078433897	GO:0008171	O-methyltransferase	Class I-like SAM-dependent O-methyltransferase
